0 0 1
0.894427 0 0.447214
0.276393 0.850651 0.447214
-0.723607 0.525731 0.447214
-0.723607 -0.525731 0.447214
0.276393 -0.850651 0.447214
0.723607 0.525731 -0.447214
-0.276393 0.850651 -0.447214
-0.894427 1.09536e-16 -0.447214
-0.276393 -0.850651 -0.447214
0.723607 -0.525731 -0.447214
0 0 -1
0.525731 0 0.850651
0.688191 0.5 0.525731
0.16246 0.5 0.850651
0.16246 0.5 0.850651
-0.262866 0.809017 0.525731
-0.425325 0.309017 0.850651
-0.425325 0.309017 0.850651
-0.850651 0 0.525731
-0.425325 -0.309017 0.850651
-0.425325 -0.309017 0.850651
-0.262866 -0.809017 0.525731
0.16246 -0.5 0.850651
0.16246 -0.5 0.850651
0.688191 -0.5 0.525731
0.525731 0 0.850651
0.951057 0.309017 0
0.587785 0.809017 0
0.688191 0.5 0.525731
0 1 0
-0.587785 0.809017 0
-0.262866 0.809017 0.525731
-0.951057 0.309017 0
-0.951057 -0.309017 0
-0.850651 0 0.525731
-0.587785 -0.809017 0
0 -1 0
-0.262866 -0.809017 0.525731
0.587785 -0.809017 0
0.951057 -0.309017 0
0.688191 -0.5 0.525731
0.587785 0.809017 0
0.262866 0.809017 -0.525731
0 1 0
-0.587785 0.809017 0
-0.688191 0.5 -0.525731
-0.951057 0.309017 0
-0.951057 -0.309017 0
-0.688191 -0.5 -0.525731
-0.587785 -0.809017 0
0 -1 0
0.262866 -0.809017 -0.525731
0.587785 -0.809017 0
0.951057 -0.309017 0
0.850651 0 -0.525731
0.951057 0.309017 0
-0.16246 0.5 -0.850651
0.262866 0.809017 -0.525731
0.425325 0.309017 -0.850651
-0.525731 6.43835e-17 -0.850651
-0.688191 0.5 -0.525731
-0.16246 0.5 -0.850651
-0.16246 -0.5 -0.850651
-0.688191 -0.5 -0.525731
-0.525731 6.43835e-17 -0.850651
0.425325 -0.309017 -0.850651
0.262866 -0.809017 -0.525731
-0.16246 -0.5 -0.850651
0.425325 0.309017 -0.850651
0.850651 0 -0.525731
0.425325 -0.309017 -0.850651
0.273266 0 0.961938
0.361803 0.262866 0.894427
0.084444 0.259892 0.961938
0.822619 0.259892 0.505721
0.638197 0.262866 0.723607
